--------args----------
data_path: ../data/
file_name: search_param
data_name: multi
device: cuda:2
seed: 0
modes: 32
width: 64
n_layers: 8
output_dim: 100
size: 64
model_name: net-seed-0-K-4-modes-32-width-64-n_layers-8-output_dim-100-size-64-8_9_20_37_37
K: 4
batch_size: 20
val_size: 10
loss_mode: cn
rollout_DT: 0.2
lr: 0.005
weight_decay: 0.0
num_iterations: 20000
--------args----------

 params: 17.211 M
torch.Size([10, 64, 64, 51])
training loss 0 44.83034133911133
17 relative l_2 error 10.892542839050293
18 relative l_2 error 11.449917793273926
19 relative l_2 error 11.99412727355957
20 relative l_2 error 12.52497386932373
21 relative l_2 error 13.042288780212402
22 relative l_2 error 13.545928001403809
23 relative l_2 error 14.035776138305664
24 relative l_2 error 14.511743545532227
25 relative l_2 error 14.973733901977539
Mean Relative l_2 Error 8.255181167125702
training loss 400 5.9882988929748535
validation physics loss 400 6.632432460784912
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.5652977824211121
2 relative l_2 error 1.1518564224243164
3 relative l_2 error 1.7626886367797852
4 relative l_2 error 2.386187791824341
5 relative l_2 error 3.0165011882781982
6 relative l_2 error 3.6500511169433594
7 relative l_2 error 4.284416198730469
8 relative l_2 error 4.917824745178223
9 relative l_2 error 5.548888683319092
10 relative l_2 error 6.176456451416016
11 relative l_2 error 6.799582004547119
12 relative l_2 error 7.417457103729248
13 relative l_2 error 8.029352188110352
14 relative l_2 error 8.634614944458008
15 relative l_2 error 9.232686042785645
16 relative l_2 error 9.823119163513184
17 relative l_2 error 10.405566215515137
18 relative l_2 error 10.979737281799316
19 relative l_2 error 11.545294761657715
20 relative l_2 error 12.101858139038086
21 relative l_2 error 12.649012565612793
22 relative l_2 error 13.186314582824707
23 relative l_2 error 13.713236808776855
24 relative l_2 error 14.229225158691406
25 relative l_2 error 14.733743667602539
Mean Relative l_2 Error 7.877638785839081
training loss 500 6.3647260665893555
validation physics loss 500 6.289152145385742
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.5260153412818909
2 relative l_2 error 1.0663650035858154
3 relative l_2 error 1.6258957386016846
4 relative l_2 error 2.1935513019561768
5 relative l_2 error 2.7637805938720703
6 relative l_2 error 3.3332276344299316
7 relative l_2 error 3.899672031402588
8 relative l_2 error 4.461564540863037
9 relative l_2 error 5.0178070068359375
10 relative l_2 error 5.567590236663818
11 relative l_2 error 6.110286235809326
12 relative l_2 error 6.645370006561279
13 relative l_2 error 7.172391414642334
14 relative l_2 error 7.690959930419922
15 relative l_2 error 8.200716972351074
16 relative l_2 error 8.701315879821777
17 relative l_2 error 9.192423820495605
18 relative l_2 error 9.673744201660156
19 relative l_2 error 10.14503002166748
20 relative l_2 error 10.606058120727539
21 relative l_2 error 11.056593894958496
22 relative l_2 error 11.496382713317871
23 relative l_2 error 11.925154685974121
24 relative l_2 error 12.342633247375488
25 relative l_2 error 12.748534202575684
Mean Relative l_2 Error 6.966522591114044
training loss 600 5.746389389038086
validation physics loss 600 5.536083698272705
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.49581584334373474
2 relative l_2 error 1.0097355842590332
3 relative l_2 error 1.5347460508346558
4 relative l_2 error 2.0619657039642334
5 relative l_2 error 2.5878102779388428
6 relative l_2 error 3.110640048980713
7 relative l_2 error 3.629789113998413
8 relative l_2 error 4.14507532119751
9 relative l_2 error 4.6565399169921875
10 relative l_2 error 5.164331912994385
11 relative l_2 error 5.66867733001709
12 relative l_2 error 6.169920444488525
13 relative l_2 error 6.668361186981201
14 relative l_2 error 7.164106845855713
15 relative l_2 error 7.657081604003906
16 relative l_2 error 8.147073745727539
17 relative l_2 error 8.633769035339355
18 relative l_2 error 9.116751670837402
19 relative l_2 error 9.595610618591309
20 relative l_2 error 10.069945335388184
21 relative l_2 error 10.53935432434082
22 relative l_2 error 11.003491401672363
23 relative l_2 error 11.462038040161133
24 relative l_2 error 11.914667129516602
25 relative l_2 error 12.361055374145508
Mean Relative l_2 Error 6.582734154462814
training loss 700 6.268887042999268
validation physics loss 700 5.813780784606934
training loss 800 4.608978271484375
validation physics loss 800 4.751487731933594
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.3889905512332916
2 relative l_2 error 0.7853969931602478
3 relative l_2 error 1.1813441514968872
4 relative l_2 error 1.5690051317214966
5 relative l_2 error 1.9452389478683472
6 relative l_2 error 2.308622360229492
7 relative l_2 error 2.658615827560425
8 relative l_2 error 2.9952151775360107
9 relative l_2 error 3.318699598312378
10 relative l_2 error 3.629464864730835
11 relative l_2 error 3.9279847145080566
12 relative l_2 error 4.214779376983643
13 relative l_2 error 4.490380764007568
14 relative l_2 error 4.75531530380249
15 relative l_2 error 5.010084629058838
16 relative l_2 error 5.255164623260498
17 relative l_2 error 5.491004467010498
18 relative l_2 error 5.718022346496582
19 relative l_2 error 5.936604976654053
20 relative l_2 error 6.147108554840088
21 relative l_2 error 6.349869251251221
22 relative l_2 error 6.545196533203125
23 relative l_2 error 6.733373165130615
24 relative l_2 error 6.914651393890381
25 relative l_2 error 7.089263439178467
Mean Relative l_2 Error 4.214375885725022
training loss 900 5.277237415313721
validation physics loss 900 4.734489440917969
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.32903075218200684
2 relative l_2 error 0.6586629748344421
3 relative l_2 error 0.9840621948242188
4 relative l_2 error 1.29804265499115
5 relative l_2 error 1.5979536771774292
6 relative l_2 error 1.8827279806137085
7 relative l_2 error 2.152078628540039
8 relative l_2 error 2.4061529636383057
9 relative l_2 error 2.645345449447632
10 relative l_2 error 2.8701727390289307
11 relative l_2 error 3.081212043762207
12 relative l_2 error 3.2790634632110596
13 relative l_2 error 3.4643447399139404
14 relative l_2 error 3.637690782546997
15 relative l_2 error 3.7997257709503174
16 relative l_2 error 3.9510486125946045
17 relative l_2 error 4.09224271774292
18 relative l_2 error 4.223870754241943
19 relative l_2 error 4.346480369567871
20 relative l_2 error 4.460597515106201
21 relative l_2 error 4.566739082336426
22 relative l_2 error 4.66540002822876
23 relative l_2 error 4.757061004638672
24 relative l_2 error 4.842187404632568
25 relative l_2 error 4.9212236404418945
Mean Relative l_2 Error 3.1565247178077698
training loss 1000 4.090187072753906
validation physics loss 1000 4.658972263336182
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.3153105676174164
2 relative l_2 error 0.6344205737113953
3 relative l_2 error 0.9471142888069153
4 relative l_2 error 1.2467955350875854
5 relative l_2 error 1.5310734510421753
6 relative l_2 error 1.7990554571151733
7 relative l_2 error 2.0506036281585693
8 relative l_2 error 2.2860031127929688
9 relative l_2 error 2.505774974822998
10 relative l_2 error 2.7105674743652344
11 relative l_2 error 2.9010956287384033
12 relative l_2 error 3.0781009197235107
13 relative l_2 error 3.2423369884490967
14 relative l_2 error 3.394554853439331
15 relative l_2 error 3.5354912281036377
16 relative l_2 error 3.665860891342163
17 relative l_2 error 3.786350965499878
18 relative l_2 error 3.897629976272583
19 relative l_2 error 4.000347137451172
20 relative l_2 error 4.095128059387207
21 relative l_2 error 4.182565212249756
22 relative l_2 error 4.263221740722656
23 relative l_2 error 4.337628364562988
24 relative l_2 error 4.406285762786865
25 relative l_2 error 4.469668865203857
Mean Relative l_2 Error 2.9313194262981415
training loss 1100 3.972463607788086
validation physics loss 1100 4.065051078796387
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.24288654327392578
2 relative l_2 error 0.48855993151664734
3 relative l_2 error 0.7283588647842407
4 relative l_2 error 0.9571067094802856
5 relative l_2 error 1.17299222946167
6 relative l_2 error 1.3754007816314697
7 relative l_2 error 1.5642919540405273
8 relative l_2 error 1.7399295568466187
9 relative l_2 error 1.9027477502822876
10 relative l_2 error 2.053283929824829
11 relative l_2 error 2.1921379566192627
12 relative l_2 error 2.3199517726898193
13 relative l_2 error 2.437382459640503
14 relative l_2 error 2.545086622238159
15 relative l_2 error 2.6437034606933594
16 relative l_2 error 2.7338407039642334
17 relative l_2 error 2.8160786628723145
18 relative l_2 error 2.890976667404175
19 relative l_2 error 2.959071397781372
20 relative l_2 error 3.020869016647339
21 relative l_2 error 3.0768508911132812
22 relative l_2 error 3.127472400665283
23 relative l_2 error 3.173166036605835
24 relative l_2 error 3.214344024658203
25 relative l_2 error 3.2513999938964844
Mean Relative l_2 Error 2.185115612745285
training loss 1200 4.965264797210693
validation physics loss 1200 4.65748405456543
training loss 1300 4.921340465545654
validation physics loss 1300 3.7935843467712402
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.17883746325969696
2 relative l_2 error 0.3591894805431366
3 relative l_2 error 0.5354661345481873
4 relative l_2 error 0.703389585018158
5 relative l_2 error 0.8615002632141113
6 relative l_2 error 1.009304404258728
7 relative l_2 error 1.1467732191085815
8 relative l_2 error 1.274128794670105
9 relative l_2 error 1.3917350769042969
10 relative l_2 error 1.500038504600525
11 relative l_2 error 1.5995333194732666
12 relative l_2 error 1.6907376050949097
13 relative l_2 error 1.774179458618164
14 relative l_2 error 1.8503906726837158
15 relative l_2 error 1.9198955297470093
16 relative l_2 error 1.9832111597061157
17 relative l_2 error 2.040844440460205
18 relative l_2 error 2.0932891368865967
19 relative l_2 error 2.1410279273986816
20 relative l_2 error 2.1845290660858154
21 relative l_2 error 2.2242491245269775
22 relative l_2 error 2.260629653930664
23 relative l_2 error 2.2940971851348877
24 relative l_2 error 2.3250668048858643
25 relative l_2 error 2.3539390563964844
Mean Relative l_2 Error 1.5878393226861953
training loss 1400 3.560817003250122
validation physics loss 1400 3.517169952392578
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.20383913815021515
2 relative l_2 error 0.40813907980918884
3 relative l_2 error 0.6040540933609009
4 relative l_2 error 0.7876060009002686
5 relative l_2 error 0.9576653838157654
6 relative l_2 error 1.1141022443771362
7 relative l_2 error 1.2572563886642456
8 relative l_2 error 1.3877066373825073
9 relative l_2 error 1.5061522722244263
10 relative l_2 error 1.6133497953414917
11 relative l_2 error 1.7100753784179688
12 relative l_2 error 1.7971079349517822
13 relative l_2 error 1.875212550163269
14 relative l_2 error 1.945135474205017
15 relative l_2 error 2.007598638534546
16 relative l_2 error 2.063297986984253
17 relative l_2 error 2.1129016876220703
18 relative l_2 error 2.1570491790771484
19 relative l_2 error 2.1963536739349365
20 relative l_2 error 2.2314021587371826
21 relative l_2 error 2.2627575397491455
22 relative l_2 error 2.2909607887268066
23 relative l_2 error 2.316530704498291
24 relative l_2 error 2.3399658203125
25 relative l_2 error 2.3617451190948486
Mean Relative l_2 Error 1.6603186267614365
training loss 1500 3.2811806201934814
validation physics loss 1500 3.8913662433624268
training loss 1600 4.39085054397583
validation physics loss 1600 3.7967896461486816
training loss 1700 3.8450300693511963
validation physics loss 1700 3.4922618865966797
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.16685692965984344
2 relative l_2 error 0.33391281962394714
3 relative l_2 error 0.49142494797706604
4 relative l_2 error 0.6360371708869934
5 relative l_2 error 0.7672201991081238
6 relative l_2 error 0.8852677345275879
7 relative l_2 error 0.9908377528190613
8 relative l_2 error 1.0847548246383667
9 relative l_2 error 1.1679099798202515
10 relative l_2 error 1.2412058115005493
11 relative l_2 error 1.3055229187011719
12 relative l_2 error 1.3617055416107178
13 relative l_2 error 1.4105547666549683
14 relative l_2 error 1.4528290033340454
15 relative l_2 error 1.4892427921295166
16 relative l_2 error 1.5204685926437378
17 relative l_2 error 1.5471404790878296
18 relative l_2 error 1.5698550939559937
19 relative l_2 error 1.5891765356063843
20 relative l_2 error 1.605638861656189
21 relative l_2 error 1.6197479963302612
22 relative l_2 error 1.6319859027862549
23 relative l_2 error 1.6428123712539673
24 relative l_2 error 1.6526621580123901
25 relative l_2 error 1.6619482040405273
Mean Relative l_2 Error 1.23306877553463
training loss 1800 3.3949759006500244
validation physics loss 1800 2.964576005935669
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.13389424979686737
2 relative l_2 error 0.2693221867084503
3 relative l_2 error 0.39839980006217957
4 relative l_2 error 0.5181012153625488
5 relative l_2 error 0.6276902556419373
6 relative l_2 error 0.7271791696548462
7 relative l_2 error 0.8169264197349548
8 relative l_2 error 0.8974632620811462
9 relative l_2 error 0.9694024920463562
10 relative l_2 error 1.0333892107009888
11 relative l_2 error 1.0900723934173584
12 relative l_2 error 1.1400892734527588
13 relative l_2 error 1.1840578317642212
14 relative l_2 error 1.2225706577301025
15 relative l_2 error 1.2561928033828735
16 relative l_2 error 1.2854626178741455
17 relative l_2 error 1.3108928203582764
18 relative l_2 error 1.332971453666687
19 relative l_2 error 1.3521627187728882
20 relative l_2 error 1.3689082860946655
21 relative l_2 error 1.3836287260055542
22 relative l_2 error 1.3967258930206299
23 relative l_2 error 1.4085829257965088
24 relative l_2 error 1.4195650815963745
25 relative l_2 error 1.4300174713134766
Mean Relative l_2 Error 1.038946768641472
training loss 1900 2.923003673553467
validation physics loss 1900 2.904263496398926
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.12728893756866455
2 relative l_2 error 0.2562544047832489
3 relative l_2 error 0.3793189227581024
4 relative l_2 error 0.4934355914592743
5 relative l_2 error 0.5978664755821228
6 relative l_2 error 0.6926218867301941
7 relative l_2 error 0.7780547738075256
8 relative l_2 error 0.8546857833862305
9 relative l_2 error 0.9231155514717102
10 relative l_2 error 0.9839758276939392
11 relative l_2 error 1.037903070449829
12 relative l_2 error 1.0855231285095215
13 relative l_2 error 1.1274422407150269
14 relative l_2 error 1.164240837097168
15 relative l_2 error 1.1964730024337769
16 relative l_2 error 1.2246654033660889
17 relative l_2 error 1.24931800365448
18 relative l_2 error 1.2709048986434937
19 relative l_2 error 1.2898777723312378
20 relative l_2 error 1.3066657781600952
21 relative l_2 error 1.321677565574646
22 relative l_2 error 1.335304617881775
23 relative l_2 error 1.3479200601577759
24 relative l_2 error 1.3598802089691162
25 relative l_2 error 1.371525764465332
Mean Relative l_2 Error 0.991037620306015
training loss 2000 4.9090657234191895
validation physics loss 2000 4.8112921714782715
training loss 2100 3.064187526702881
validation physics loss 2100 3.455551862716675
training loss 2200 3.2867860794067383
validation physics loss 2200 4.620707988739014
training loss 2300 2.8551106452941895
validation physics loss 2300 3.2950098514556885
training loss 2400 2.6216068267822266
validation physics loss 2400 2.875554323196411
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.08027299493551254
2 relative l_2 error 0.16307762265205383
3 relative l_2 error 0.24406154453754425
4 relative l_2 error 0.32043972611427307
5 relative l_2 error 0.39134883880615234
6 relative l_2 error 0.45655080676078796
7 relative l_2 error 0.5160969495773315
8 relative l_2 error 0.5701885223388672
9 relative l_2 error 0.6191086769104004
10 relative l_2 error 0.6631836891174316
11 relative l_2 error 0.7027618288993835
12 relative l_2 error 0.7381995320320129
13 relative l_2 error 0.7698538303375244
14 relative l_2 error 0.7980760931968689
15 relative l_2 error 0.8232094645500183
16 relative l_2 error 0.8455873727798462
17 relative l_2 error 0.865532398223877
18 relative l_2 error 0.8833562731742859
19 relative l_2 error 0.8993601202964783
20 relative l_2 error 0.9138343930244446
21 relative l_2 error 0.9270599484443665
22 relative l_2 error 0.9393081665039062
23 relative l_2 error 0.9508412480354309
24 relative l_2 error 0.9619131088256836
25 relative l_2 error 0.972770631313324
Mean Relative l_2 Error 0.6806397512555122
training loss 2500 4.213802337646484
validation physics loss 2500 3.5699338912963867
training loss 2600 2.565340757369995
validation physics loss 2600 3.6021766662597656
training loss 2700 2.592909097671509
validation physics loss 2700 4.104061126708984
training loss 2800 2.512727975845337
validation physics loss 2800 2.3976223468780518
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.10467338562011719
2 relative l_2 error 0.21620824933052063
3 relative l_2 error 0.3256290853023529
4 relative l_2 error 0.4299597442150116
5 relative l_2 error 0.5280691385269165
6 relative l_2 error 0.6195168495178223
7 relative l_2 error 0.7042036652565002
8 relative l_2 error 0.7822189331054688
9 relative l_2 error 0.8537620902061462
10 relative l_2 error 0.9190976023674011
11 relative l_2 error 0.9785280227661133
12 relative l_2 error 1.0323768854141235
13 relative l_2 error 1.0809776782989502
14 relative l_2 error 1.1246662139892578
15 relative l_2 error 1.1637762784957886
16 relative l_2 error 1.198635458946228
17 relative l_2 error 1.229564905166626
18 relative l_2 error 1.2568762302398682
19 relative l_2 error 1.2808725833892822
20 relative l_2 error 1.3018473386764526
21 relative l_2 error 1.3200843334197998
22 relative l_2 error 1.3358583450317383
23 relative l_2 error 1.3494350910186768
24 relative l_2 error 1.3610714673995972
25 relative l_2 error 1.3710163831710815
Mean Relative l_2 Error 0.9547570383548737
training loss 2900 2.2490406036376953
validation physics loss 2900 2.460695266723633
training loss 3000 3.7385520935058594
validation physics loss 3000 3.976135015487671
training loss 3100 2.2728865146636963
validation physics loss 3100 2.2105720043182373
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.07653849571943283
2 relative l_2 error 0.16046682000160217
3 relative l_2 error 0.2445545494556427
4 relative l_2 error 0.32583996653556824
5 relative l_2 error 0.4032098948955536
6 relative l_2 error 0.47615090012550354
7 relative l_2 error 0.5444446206092834
8 relative l_2 error 0.6080383658409119
9 relative l_2 error 0.6669787764549255
10 relative l_2 error 0.721373975276947
11 relative l_2 error 0.7713717818260193
12 relative l_2 error 0.8171449899673462
13 relative l_2 error 0.8588816523551941
14 relative l_2 error 0.8967785835266113
15 relative l_2 error 0.9310361742973328
16 relative l_2 error 0.9618558883666992
17 relative l_2 error 0.9894376993179321
18 relative l_2 error 1.0139784812927246
19 relative l_2 error 1.0356711149215698
20 relative l_2 error 1.054703950881958
21 relative l_2 error 1.07125985622406
22 relative l_2 error 1.0855162143707275
23 relative l_2 error 1.0976451635360718
24 relative l_2 error 1.1078133583068848
25 relative l_2 error 1.1161819696426392
Mean Relative l_2 Error 0.7614749297499657
training loss 3200 4.047459125518799
validation physics loss 3200 2.749483585357666
training loss 3300 2.170292377471924
validation physics loss 3300 2.3550891876220703
training loss 3400 2.62111759185791
validation physics loss 3400 2.376284599304199
training loss 3500 4.285783290863037
validation physics loss 3500 3.3066697120666504
training loss 3600 3.4361534118652344
validation physics loss 3600 4.864606857299805
training loss 3700 2.8001275062561035
validation physics loss 3700 2.51460599899292
training loss 3800 5.050535202026367
validation physics loss 3800 2.6700916290283203
training loss 3900 3.276041269302368
validation physics loss 3900 3.1855099201202393
training loss 4000 4.9112138748168945
validation physics loss 4000 4.286938190460205
training loss 4100 4.282018184661865
validation physics loss 4100 3.8960471153259277
training loss 4200 2.7096168994903564
validation physics loss 4200 3.3678858280181885
training loss 4300 2.5822336673736572
validation physics loss 4300 3.016991138458252
training loss 4400 3.3184854984283447
validation physics loss 4400 3.6278188228607178
training loss 4500 2.4850375652313232
validation physics loss 4500 2.5788638591766357
training loss 4600 2.8213157653808594
validation physics loss 4600 4.341641902923584
training loss 4700 3.5533204078674316
validation physics loss 4700 4.580571174621582
training loss 4800 3.1851935386657715
validation physics loss 4800 1.7212070226669312
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.08342472463846207
2 relative l_2 error 0.1761738359928131
3 relative l_2 error 0.27043089270591736
4 relative l_2 error 0.3633083403110504
5 relative l_2 error 0.4535699784755707
6 relative l_2 error 0.540556788444519
7 relative l_2 error 0.623904287815094
8 relative l_2 error 0.703420877456665
9 relative l_2 error 0.7790253758430481
10 relative l_2 error 0.8507091403007507
11 relative l_2 error 0.9185130000114441
12 relative l_2 error 0.9825137257575989
13 relative l_2 error 1.0428117513656616
14 relative l_2 error 1.0995256900787354
15 relative l_2 error 1.152786135673523
16 relative l_2 error 1.2027333974838257
17 relative l_2 error 1.249513864517212
18 relative l_2 error 1.2932777404785156
19 relative l_2 error 1.3341783285140991
20 relative l_2 error 1.3723701238632202
21 relative l_2 error 1.4080079793930054
22 relative l_2 error 1.4412453174591064
23 relative l_2 error 1.472235083580017
24 relative l_2 error 1.5011281967163086
25 relative l_2 error 1.5280745029449463
Mean Relative l_2 Error 0.9537375631928444
training loss 4900 3.715333938598633
validation physics loss 4900 2.365251302719116
training loss 5000 6.101565837860107
validation physics loss 5000 2.846985101699829
training loss 5100 4.789924621582031
validation physics loss 5100 2.7988152503967285
training loss 5200 2.053872585296631
validation physics loss 5200 2.0344648361206055
training loss 5300 2.8710250854492188
validation physics loss 5300 2.4363300800323486
training loss 5400 2.4712841510772705
validation physics loss 5400 2.3198986053466797
training loss 5500 2.5713086128234863
validation physics loss 5500 2.0999011993408203
training loss 5600 1.6445971727371216
validation physics loss 5600 2.1203579902648926
training loss 5700 3.4342920780181885
validation physics loss 5700 2.1633846759796143
training loss 5800 2.262608289718628
validation physics loss 5800 5.146971225738525
training loss 5900 2.5435454845428467
validation physics loss 5900 1.6476752758026123
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.08251460641622543
2 relative l_2 error 0.17281638085842133
3 relative l_2 error 0.2632715106010437
4 relative l_2 error 0.351168692111969
5 relative l_2 error 0.4354584813117981
6 relative l_2 error 0.5156373381614685
7 relative l_2 error 0.5914760231971741
8 relative l_2 error 0.6629013419151306
9 relative l_2 error 0.7299357056617737
10 relative l_2 error 0.7926607728004456
11 relative l_2 error 0.8511962890625
12 relative l_2 error 0.9056861996650696
13 relative l_2 error 0.9562904238700867
14 relative l_2 error 1.0031770467758179
15 relative l_2 error 1.046519160270691
16 relative l_2 error 1.086491584777832
17 relative l_2 error 1.1232696771621704
18 relative l_2 error 1.1570255756378174
19 relative l_2 error 1.187929630279541
20 relative l_2 error 1.2161483764648438
21 relative l_2 error 1.241843819618225
22 relative l_2 error 1.265173316001892
23 relative l_2 error 1.2862895727157593
24 relative l_2 error 1.3053399324417114
25 relative l_2 error 1.3224672079086304
Mean Relative l_2 Error 0.8621075466275215
training loss 6000 2.0872645378112793
validation physics loss 6000 2.58551287651062
training loss 6100 1.8566620349884033
validation physics loss 6100 2.1715545654296875
training loss 6200 3.520341634750366
validation physics loss 6200 2.027820348739624
training loss 6300 2.392836809158325
validation physics loss 6300 2.697399377822876
training loss 6400 1.7962254285812378
validation physics loss 6400 1.7568273544311523
training loss 6500 2.1676323413848877
validation physics loss 6500 1.7668720483779907
training loss 6600 2.8311264514923096
validation physics loss 6600 2.5812408924102783
training loss 6700 2.4172184467315674
validation physics loss 6700 2.246211528778076
training loss 6800 1.5441763401031494
validation physics loss 6800 2.0230159759521484
training loss 6900 2.783162832260132
validation physics loss 6900 1.7529370784759521
training loss 7000 1.5148197412490845
validation physics loss 7000 1.7779372930526733
training loss 7100 2.866434097290039
validation physics loss 7100 3.812331199645996
training loss 7200 1.6169872283935547
validation physics loss 7200 2.4727730751037598
training loss 7300 2.081756591796875
validation physics loss 7300 2.089531183242798
training loss 7400 1.3644200563430786
validation physics loss 7400 1.6462299823760986
-----------SAVING NEW MODEL-----------
_________Training__________
1 relative l_2 error 0.07979100942611694
2 relative l_2 error 0.1686251312494278
3 relative l_2 error 0.2580034136772156
4 relative l_2 error 0.3453911542892456
5 relative l_2 error 0.4297177493572235
6 relative l_2 error 0.5104455947875977
7 relative l_2 error 0.58730548620224
8 relative l_2 error 0.66018146276474
9 relative l_2 error 0.7290521264076233
10 relative l_2 error 0.7939569354057312
11 relative l_2 error 0.854974091053009
